University,WorldRank,Year,Country
Kanazawa University,303,2008,Japan
Syracuse University,303,2008,United States
Tokyo Medical and Dental University,303,2008,Japan
University of Naples Federico II,303,2008,Italy
University of Nevada - Reno,303,2008,United States
Federal University of Rio de Janeiro,303,2009,Brazil
University of Maastricht,303,2008,Netherlands
Bar-Ilan University,303,2008,Israel
Hanyang University,303,2008,"Korea, Republic of"
Polytechnic Institute of Milan,303,2008,Italy
University of Rennes 1,303,2009,France
Syracuse University,303,2009,United States
University of Provence (Aix-Marseille 1),303,2009,France
State University of New York Health Science Center at Brooklyn,303,2008,United States
San Diego State University,303,2008,United States
University of Palermo,303,2008,Italy
University of Ulm,303,2008,Germany
Temple University,303,2008,United States
University of Bielefeld,303,2008,Germany
University of Jena,303,2009,Germany
University of Tasmania,303,2009,Australia
Tokyo Medical and Dental University,303,2009,Japan
University of Bayreuth,303,2009,Germany
Indiana University-Purdue University at Indianapolis,303,2009,United States
University of Arkansas at Fayetteville,303,2009,United States
Ecole National Superieure Mines - Paris,303,2009,France
University of Paris Dauphine (Paris 9),303,2009,France
Pohang University of Science and Technology,303,2009,"Korea, Republic of"
University of Bayreuth,303,2008,Germany
Indiana University-Purdue University at Indianapolis,303,2008,United States
City University of Hong Kong,303,2008,China
University of Nebraska Medical Center,303,2009,United States
Technical University Darmstadt,303,2009,Germany
Hiroshima University,303,2009,Japan
Texas Tech University,303,2009,United States
Wake Forest University,303,2009,United States
Waseda University,303,2009,Japan
National Chiao Tung University,303,2008,"Taiwan, China"
University of New Hampshire - Durham,303,2008,United States
Bar-Ilan University,303,2009,Israel
University of Exeter,303,2009,United Kingdom
City University of Hong Kong,303,2009,"Hong Kong, China"
Eotvos Lorand University,303,2009,Hungary
University of Warsaw,303,2008,Poland
James Cook University,303,2008,Australia
Fudan University,303,2008,China
University of Naples Federico II,303,2009,Italy
Tulane University,303,2009,United States
University College Cork,303,2009,Ireland
University of Giessen,303,2009,Germany
University of New Hampshire - Durham,303,2009,United States
University of the Witwatersrand,303,2008,South Africa
Korea University,303,2008,"Korea, Republic of"
Henri Poincare University (Nancy 1),303,2008,France
University of Szeged,303,2008,Hungary
Technical University of Braunschweig,303,2008,Germany
University of Regensburg,303,2008,Germany
Waseda University,303,2008,Japan
University of Jena,303,2008,Germany
University College Dublin,303,2009,Ireland
Polytechnic Institute of Milan,303,2009,Italy
The University of Connecticut Health Center,303,2008,United States
University of Duisburg-Essen,303,2008,Germany
Brigham Young University,303,2008,United States
Ecole National Superieure Mines - Paris,303,2008,France
University of Ulm,303,2009,Germany
University of Oulu,303,2009,Finland
University of Palermo,303,2009,Italy
State University of New York Health Science Center at Brooklyn,303,2009,United States
University of Warsaw,303,2009,Poland
University of Bremen,303,2009,Germany
Industrial Physics and Chemistry Higher Educational Institution - Paris,305,2007,France
Saint Louis University,305,2007,United States
University of Rhode Island,305,2007,United States
Carleton University,305,2007,Canada
Temple University,305,2007,United States
Fudan University,305,2007,China
Tulane University,305,2007,United States
Clemson University,305,2007,United States
University of Duisburg-Essen,305,2007,Finland
San Diego State University,305,2007,United States
Medical University of South Carolina,305,2007,United States
University of Arkansas at Fayetteville,305,2007,United States
University of Bergen,305,2007,Norway
Texas Tech University,305,2007,United States
University of Bordeaux 1,305,2007,France
Technical University of Braunschweig,305,2007,Germany
University of Turku,305,2007,Finland
University of the Witwatersrand,305,2007,South Africa
University of Essex,305,2007,United Kingdom
University of Konstanz,305,2007,Germany
University of Genova,305,2007,Italy
University of Graz,305,2007,Austria
Ecole National Superieure Mines - Paris,305,2007,France
Henri Poincare University (Nancy 1),305,2007,France
University of Exeter,305,2007,United Kingdom
Jagiellonian University,305,2007,Poland
University of Central Florida,305,2007,United States
University of Nevada - Reno,305,2007,United States
University of Otago,305,2007,New Zealand
Kansas State University,305,2007,United States
National Chiao Tung University,305,2007,"Taiwan, China"
University of Greifswald,305,2007,Germany
National Tsing Hua University,305,2007,"Taiwan, China"
Technical University Darmstadt,305,2007,Germany
Dresden University of Technology,305,2007,Germany
Indiana University-Purdue University at Indianapolis,305,2007,United States
Korea University,305,2007,"Korea, Republic of"
University of Giessen,305,2007,Germany
University of Naples Federico II,305,2007,Italy
University of Twente,305,2007,Netherlands
University of Bayreuth,305,2007,Germany
Saint Petersburg State University,305,2007,Russian Federation
Niigata University,305,2007,Japan
University of Duisburg-Essen,305,2007,Germany
University of Pavia,305,2007,Italy
Nanyang Technological University,305,2007,Singapore
Jilin University,305,2007,China
"Royal Holloway, U. of London",305,2007,United Kingdom
University of New Hampshire - Durham,305,2007,United States
Federal University of Rio de Janeiro,305,2007,Brazil
University of Newcastle,305,2007,Australia
University of Paris Dauphine (Paris 9),305,2007,France
University of Jena,305,2007,Germany
University of Bielefeld,305,2007,Germany
Okayama University,305,2007,Japan
University of Oulu,305,2007,Finland
Bar-Ilan University,305,2007,Israel
The University of Montana - Missoula,305,2007,United States
University of Maastricht,305,2007,Netherlands
Brigham Young University,305,2007,United States
Simon Fraser University,305,2007,Canada
University of Perugia,305,2007,Italy
Vrije University Brussel,305,2007,Belgium
Autonomous University of Barcelona,305,2007,Spain
Indian Institute of Technology Kharagpur,305,2007,India
Tokyo Medical and Dental University,305,2007,Japan
State University of New York Health Science Center at Brooklyn,305,2007,United States
University of Stuttgart,305,2007,Germany
Utah State University,305,2007,United States
Massey University,305,2007,New Zealand
Pohang University of Science and Technology,305,2007,"Korea, Republic of"
University of Ulm,305,2007,Germany
Kanazawa University,305,2007,Japan
Scuola Normale Superiore - Pisa,305,2007,Italy
Eotvos Lorand University,305,2007,Hungary
University of Palermo,305,2007,Italy
Eindhoven University of Technology,305,2007,Netherlands
Flinders University,305,2007,Australia
The Open University,305,2007,United Kingdom
Auburn University,305,2007,United States
University of Innsbruck,305,2007,Austria
University of Provence (Aix-Marseille 1),305,2007,France
University of Szeged,305,2007,Hungary
Polytechnic University of Valencia,305,2007,Spain
Indian Institute of Science,305,2007,India
University of Regensburg,305,2007,Germany
University College Dublin,305,2007,Ireland
Thomas Jefferson University,305,2007,United States
University of Oklahoma - Norman,305,2007,United States
University of Warsaw,305,2007,Poland
The University of Texas at Dallas,305,2007,United States
Aristotle University of Thessaloniki,305,2007,Greece
National Cheng Kung University,305,2007,"Taiwan, China"
Waseda University,305,2007,Japan
Medical College of Wisconsin,305,2007,United States
University of Duesseldorf,305,2007,Germany
Sungkyunkwan University,305,2007,"Korea, Republic of"
Yamaguchi University,305,2007,Japan
Stockholm School of Economics,305,2007,Sweden
National Yang Ming University,401,2005,"Taiwan, China"
University of Canterbury,401,2006,New Zealand
Howard University,401,2006,United States
Shandong University,401,2006,China
Cairo University,401,2006,Egypt
University of KwaZulu-Natal,401,2006,South Africa
Chiba University,401,2012,Japan
Ecole National Superieure Mines - Paris,401,2012,France
Lanzhou University,401,2012,China
Swansea Univ,401,2012,United Kingdom
University of Bari,401,2012,Italy
University of Duisburg-Essen,401,2012,Finland
University of Zaragoza,401,2012,Spain
Wuhan University,401,2012,China
Beijing University of Chemical Technology,401,2018,China
Catholic University of Korea,401,2013,"Korea, Republic of"
Federal University of Minas Gerais,401,2017,Brazil
China Medical University,401,2013,China
Jagiellonian University,401,2017,Poland
Polytechnic University of Turin,401,2013,Italy
University of Bayreuth,401,2013,Germany
University of Nice Sophia Antipolis,401,2017,France
St George's Hospital Medical School,401,2016,United Kingdom
University of Western Sydney,401,2018,Australia
West Virginia University,401,2017,United States
Vita-Salute San Raffaele University,401,2018,Italy
University of Potsdam,401,2016,Germany
Utah State University,401,2016,United States
University of Siena,401,2010,Italy
University of Nevada - Reno,401,2011,United States
China Agricultural University,401,2010,China
Nankai University,401,2010,China
Brunel University,401,2010,United Kingdom
Northeastern University,401,2010,United States
The University of Connecticut Health Center,401,2010,United States
Bielefeld University,401,2014,Germany
Brunel University,401,2014,United Kingdom
University of Bayreuth,401,2015,Germany
University of Konstanz,401,2015,Germany
Hiroshima University,401,2015,Japan
Catholic University of Chile,401,2015,Chile
National Central University,401,2011,"Taiwan, China"
Cairo University,401,2014,Egypt
"University of Science, Malaysia",401,2014,Malaysia
Aristotle University of Thessaloniki,401,2014,Greece
Tilburg University,401,2014,Netherlands
University of Surrey,401,2005,United Kingdom
Tokyo Metropolitan University,401,2005,Japan
Medical University of Graz,401,2005,Austria
University of Fribourg,401,2005,Switzerland
University of Bradford,401,2005,United Kingdom
University of Wyoming,401,2006,United States
University of Nice Sophia Antipolis,401,2006,France
International School for Advanced Studies,401,2006,Italy
University of Mississippi,401,2006,United States
Carleton University,401,2010,Canada
"University of Maryland, Baltimore County",401,2015,United States
University of Zaragoza,401,2015,Spain
Eotvos Lorand University,401,2015,Hungary
Catholic University of Korea,401,2015,"Korea, Republic of"
Kansas State University,401,2015,United States
University of Trieste,401,2014,Italy
Waseda University,401,2014,Japan
Boston College,401,2014,United States
Okayama University,401,2014,Japan
Beijing University of Aeronautics and Astronautics,401,2011,China
Vrije University Brussel,401,2011,Belgium
Medical College of Wisconsin,401,2012,United States
Medical University of Innsbruck,401,2012,Austria
Brigham Young University,401,2018,United States
Cairo University,401,2013,Egypt
Federal University of Minas Gerais,401,2018,Brazil
National Technical University of Athens,401,2017,Greece
Cairo University,401,2016,Egypt
Southern Methodist University,401,2013,United States
Kaohsiung Medical University,401,2016,China
National Cheng Kung University (NCKU),401,2016,"Taiwan, China"
University of Campinas,401,2017,Brazil
Umea University,401,2018,Sweden
University of Ferrara,401,2018,Italy
Simon Fraser University,401,2016,Canada
University of Milan - Bicocca,401,2018,Italy
Technical University Darmstadt,401,2016,Germany
"University of Science, Malaysia",401,2017,Malaysia
"University of Science, Malaysia",401,2018,Malaysia
University of Valencia,401,2018,Spain
"University of Technology, Sydney",401,2013,Australia
University of Duesseldorf,401,2016,Germany
University of KwaZulu-Natal,401,2016,South Africa
West Virginia University,401,2016,United States
York University,401,2005,Canada
Memorial University of Newfoundland,401,2005,Canada
Montana State University - Bozeman,401,2005,United States
Louisiana State University Health Sciences Center,401,2006,United States
National Central University,401,2012,"Taiwan, China"
Amirkabir University of Technology,401,2016,"Iran, Islamic Rep. of"
Polytechnic University of Valencia,401,2017,Spain
National Tsing Hua University,401,2018,"Taiwan, China"
Universitat Jaume I,401,2017,Spain
University of Bielefeld,401,2013,Germany
Paris Sorbonne University,401,2016,France
University of Jyvaskyla,401,2013,Finland
University of Ljubljana,401,2013,Slovenia
University of Malaya,401,2013,Malaysia
University of New Hampshire - Durham,401,2018,United States
Stellenbosch University,401,2016,South Africa
University of Rostock,401,2017,Germany
University of Rennes 1,401,2014,France
Wuhan University,401,2014,China
Syracuse University,401,2014,United States
University of Essex,401,2014,United Kingdom
Boston College,401,2015,United States
Sharif University of Technology,401,2015,"Iran, Islamic Rep. of"
University of Oklahoma - Norman,401,2015,United States
Cairo University,401,2015,Egypt
University of Tromso,401,2011,Norway
Montana State University - Bozeman,401,2010,United States
University of Wyoming,401,2010,United States
Tokyo University of Agriculture and Technology,401,2010,Japan
University of Giessen,401,2010,Germany
University of Versailles,401,2010,France
Kyungpook National University,401,2010,"Korea, Republic of"
Southeast University,401,2010,China
Nanjing Medical University,401,2015,China
University of Nice Sophia Antipolis,401,2015,France
University of Halle-Wittenberg,401,2015,Germany
University of Arkansas at Little Rock,401,2014,United States
University of the Basque Country,401,2014,Spain
Cairo University,401,2012,Egypt
Carleton University,401,2012,Canada
Dalian University of Technology,401,2012,China
Texas Tech University,401,2012,United States
University of Sherbrooke,401,2012,Canada
Aalto University,401,2017,Finland
University of Tromso,401,2012,Norway
City University of New York City College,401,2018,United States
King Fahd University of Petroleum & Minerals,401,2017,Saudi Arabia
Kent State University,401,2013,United States
Medical College of Wisconsin,401,2013,United States
Medical University of Graz,401,2013,Austria
National Yang Ming University,401,2013,"Taiwan, China"
The University of Tokushima,401,2013,Japan
University of Ferrara,401,2013,Italy
Novosibirsk State University,401,2016,Russian Federation
University of Malaya,401,2017,Malaysia
University of Graz,401,2018,Austria
University of Montana - Missoula,401,2017,United States
University of Regensburg,401,2017,Germany
University of Rostock,401,2018,Germany
Victoria University of Wellington,401,2013,New Zealand
University of Parma,401,2016,Italy
University of Perugia,401,2016,Italy
"University of Science, Malaysia",401,2016,Malaysia
Flinders University,401,2005,Australia
Hanyang University,401,2005,"Korea, Republic of"
Loughborough University,401,2006,United Kingdom
Polytechnic University of Turin,401,2006,Italy
University of Siena,401,2006,Italy
University of Nebraska Medical Center,401,2006,United States
Drexel University,401,2006,United States
Ecole National Superieure Mines - Paris,401,2011,France
University of Wyoming,401,2011,United States
Wuhan University,401,2011,China
University of Tasmania,401,2005,Australia
Osaka City University,401,2005,Japan
University of Jyvaskyla,401,2005,Finland
Kent State University,401,2005,United States
The University of Memphis,401,2005,United States
University of Haifa,401,2005,Israel
Pusan National University,401,2006,"Korea, Republic of"
University of Arkansas at Little Rock,401,2006,United States
Saint Louis University,401,2015,United States
The University of Tokushima,401,2011,Japan
University of Chile,401,2011,Chile
Yamaguchi University,401,2011,Japan
Stellenbosch University,401,2015,South Africa
Nankai University,401,2011,China
University of Eastern Finland,401,2014,Finland
Ben-Gurion University of the Negev,401,2014,Israel
University of Wyoming,401,2014,United States
University of Zaragoza,401,2014,Spain
University of Jyvaskyla,401,2010,Finland
University of Surrey,401,2010,United Kingdom
University of Greifswald,401,2010,Germany
Istanbul University,401,2010,Turkey
Concordia University,401,2010,Canada
Istanbul University,401,2012,Turkey
Kyung Hee University,401,2012,"Korea, Republic of"
Amirkabir University of Technology,401,2017,"Iran, Islamic Rep. of"
Aristotle University of Thessaloniki,401,2017,Greece
Victoria University of Wellington,401,2012,New Zealand
Huazhong Agricultural University,401,2017,China
Jagiellonian University,401,2018,Poland
Aalto University,401,2016,Finland
The University of Texas at Arlington,401,2017,United States
Medical University of Graz,401,2016,Austria
Nanjing Medical University,401,2016,China
University of Coimbra,401,2013,Portugal
San Diego State University,401,2016,United States
University of Surrey,401,2013,United Kingdom
Sao Paulo State University,401,2005,Brazil
University of Ferrara,401,2006,Italy
Ehime University,401,2006,Japan
Southern Methodist University,401,2006,United States
University of Tromso,401,2006,Norway
Huazhong University of Science and Technology,401,2010,China
La Trobe University,401,2010,Australia
Polytechnic University of Turin,401,2010,Italy
University of Pavia,401,2010,Italy
Pusan National University,401,2010,"Korea, Republic of"
University of Sherbrooke,401,2010,Canada
University of Santiago Compostela,401,2010,Spain
The University of Tokushima,401,2010,Japan
University of Hannover,401,2015,Germany
Peking Union Medical College,401,2015,China
Bar-Ilan University,401,2015,Israel
University of KwaZulu-Natal,401,2011,South Africa
Medical University of Graz,401,2011,Austria
University of Versailles,401,2011,France
University of Milan - Bicocca,401,2011,Italy
University of Genova,401,2014,Italy
University of Malaya,401,2011,Malaysia
Hacettepe University,401,2005,Turkey
Kagoshima University,401,2005,Japan
Lehigh University,401,2005,United States
Aalto University,401,2005,Finland
"University of Maryland, Baltimore County",401,2005,United States
Kyungpook National University,401,2006,"Korea, Republic of"
University of Quebec,401,2006,Canada
Aalto University,401,2006,Finland
Ecole Normale Superieure - Lyon,401,2006,France
Victoria University of Wellington,401,2006,New Zealand
West Virginia University,401,2006,United States
University of Bari,401,2006,Italy
Southern Methodist University,401,2012,United States
University of Arkansas at Fayetteville,401,2012,United States
University of Zagreb,401,2012,Croatia
Cairo University,401,2018,Egypt
Heriot-Watt University,401,2017,United Kingdom
Kaohsiung Medical University,401,2017,China
Heriot-Watt University,401,2018,United Kingdom
Osaka City University,401,2013,Japan
Oklahoma State University,401,2018,United States
The University of Texas Medical Branch at Galveston,401,2013,United States
Federal University of Rio Grande do Sul,401,2016,Brazil
Technical University Darmstadt,401,2018,Germany
University of Aveiro,401,2018,Portugal
University of Chile,401,2013,Chile
University of Essex,401,2013,United Kingdom
Texas Tech University,401,2016,United States
University of Stuttgart,401,2016,Germany
Wuhan University of Technology,401,2016,China
University of Siena,401,2011,Italy
Carleton University,401,2011,Canada
University of Parma,401,2011,Italy
University of Wollongong,401,2011,Australia
The Open University,401,2014,United Kingdom
Utah State University,401,2014,United States
King Fahd University of Petroleum & Minerals,401,2014,Saudi Arabia
The University of Texas at San Antonio,401,2010,United States
Istanbul University,401,2015,Turkey
University of Mississippi,401,2005,United States
University of Zaragoza,401,2005,Spain
University of Wroclaw,401,2005,Poland
"University of Maryland, Baltimore County",401,2006,United States
Juntendo University,401,2006,Japan
University College Cork,401,2006,Ireland
James Cook University,401,2006,Australia
University of Haifa,401,2006,Israel
The University of Memphis,401,2006,United States
Technical University of Braunschweig,401,2012,Germany
University of Louisville,401,2012,United States
Harbin Engineering University,401,2017,China
Chongqing University,401,2018,China
Kyungpook National University,401,2017,"Korea, Republic of"
Nanjing Agricultural University,401,2017,China
MINES ParisTech,401,2018,France
Oklahoma State University,401,2017,United States
Peking Union Medical College,401,2018,China
Pohang University of Science and Technology,401,2018,"Korea, Republic of"
Rush University,401,2018,United States
Tianjin University,401,2013,China
Nanjing University of Science and Technology,401,2016,China
University of Duisburg-Essen,401,2013,Finland
University of the Basque Country,401,2017,Spain
Waseda University,401,2018,Japan
University of Valencia,401,2016,Spain
Pusan National University,401,2015,"Korea, Republic of"
University of Cagliari,401,2014,Italy
Bar-Ilan University,401,2014,Israel
Capital University of Medical Sciences,401,2014,China
Medical University of South Carolina,401,2014,United States
University of Quebec,401,2014,Canada
Clemson University,401,2014,United States
Korea University,401,2005,"Korea, Republic of"
Autonomous University of Barcelona,401,2005,Spain
University of Sherbrooke,401,2005,Canada
University of Trieste,401,2005,Italy
University of Lisbon,401,2005,Portugal
University of Roma - Tor Vergata,401,2006,Italy
The College of William and Mary,401,2006,United States
Kagoshima University,401,2006,Japan
University of Nebraska Medical Center,401,2010,United States
University of Wisconsin - Milwaukee,401,2011,United States
Nanjing Medical University,401,2014,China
Stockholm School of Economics,401,2014,Sweden
University of Bayreuth,401,2014,Germany
University of Bath,401,2014,United Kingdom
University of Essex,401,2012,United Kingdom
Vienna University of Technology,401,2012,Austria
Beijing Institute of Technology,401,2018,China
Ecole Polytechnique,401,2017,France
Istanbul University,401,2013,Turkey
Nanjing University of Science and Technology,401,2017,China
Hong Kong Baptist University,401,2016,China
Stellenbosch University,401,2018,South Africa
University of Konstanz,401,2017,Germany
University of Idaho,401,2013,United States
Wuhan University,401,2013,China
University of Konstanz,401,2016,Germany
University of Palermo,401,2016,Italy
University of Roma - Tor Vergata,401,2016,Italy
Waseda University,401,2016,Japan
Aalborg University,401,2014,Denmark
Ben-Gurion University of the Negev,401,2015,Israel
State University of New York Health Science Center at Brooklyn,401,2015,United States
Medical University of Graz,401,2015,Austria
University of Rostock,401,2015,Germany
Vienna University of Technology,401,2010,Austria
University of Perugia,401,2010,Italy
University of Essex,401,2010,United Kingdom
University of Bayreuth,401,2010,Germany
University of Canterbury,401,2010,New Zealand
University of Bari,401,2010,Italy
King Fahd University of Petroleum & Minerals,401,2010,Saudi Arabia
Auburn University,401,2012,United States
Catholic University of Chile,401,2012,Chile
University of Hannover,401,2012,Germany
University of Rennes 1,401,2012,France
Flinders University,401,2017,Australia
Capital Medical University,401,2018,China
East China Normal University,401,2018,China
Kyungpook National University,401,2013,"Korea, Republic of"
Kyung Hee University,401,2017,"Korea, Republic of"
Istanbul University,401,2018,Turkey
Jagiellonian University,401,2016,Poland
Shanghai University,401,2018,China
University of Coimbra,401,2017,Portugal
University of Eastern Finland,401,2013,Finland
University of Jena,401,2013,Germany
University of Szeged,401,2013,Hungary
Vienna University of Technology,401,2013,Austria
University of Minho,401,2016,Portugal
University of Warsaw,401,2016,Poland
Xiamen University,401,2011,China
London School of Hygiene and Tropical Medicine,401,2011,United Kingdom
Soochow University,401,2014,China
Stockholm School of Economics,401,2015,Sweden
Polytechnic University of Catalonia,401,2015,Spain
University of Eastern Finland,401,2015,Finland
Kanazawa University,401,2015,Japan
University of Jena,401,2015,Germany
University of Parma,401,2015,Italy
Catholic University of the Sacred Heart,401,2015,Italy
The College of William and Mary,401,2005,United States
University of Louisville,401,2005,United States
University of Wisconsin - Milwaukee,401,2005,United States
University of Zaragoza,401,2006,Spain
University of Sevilla,401,2005,Spain
The University of Connecticut Health Center,401,2006,United States
Tokyo Metropolitan University,401,2006,Japan
Lehigh University,401,2006,United States
University of Bradford,401,2006,United Kingdom
Mississippi State University,401,2006,United States
University of Jyvaskyla,401,2006,Finland
Nagasaki University,401,2006,Japan
University of Pretoria,401,2006,South Africa
Tianjin University,401,2010,China
Chiba University,401,2010,Japan
Wuhan University,401,2010,China
Nara Institute of Science and Technology,401,2011,Japan
Auburn University,401,2011,United States
La Trobe University,401,2011,Australia
Tilburg University,401,2011,Netherlands
Medical College of Wisconsin,401,2011,United States
University of Genoa,401,2015,Italy
Vienna University of Technology,401,2015,Austria
University of Arkansas at Fayetteville,401,2015,United States
The University of Texas Medical Branch at Galveston,401,2015,United States
University of Hannover,401,2014,Germany
Cairo University,401,2011,Egypt
Boston College,401,2012,United States
University of Bielefeld,401,2012,Germany
University of Granada,401,2012,Spain
Bielefeld University,401,2018,Germany
King Abdullah University of Science and Technology,401,2013,Saudi Arabia
Bangor University,401,2016,United Kingdom
University of Alaska - Fairbanks,401,2013,United States
University of Bremen,401,2017,Germany
University of Ferrara,401,2017,Italy
University of KwaZulu-Natal,401,2017,South Africa
University of Ljubljana,401,2018,Slovenia
Saint Louis University,401,2016,United States
Federal University of Rio Grande do Sul,401,2012,Brazil
La Trobe University,401,2012,Australia
Massey University,401,2012,New Zealand
Tianjin University,401,2012,China
Concordia University,401,2017,Canada
Huazhong Agricultural University,401,2018,China
Medical University of Innsbruck,401,2013,Austria
Nankai University,401,2013,China
Novosibirsk State University,401,2018,Russian Federation
South China University of Technology,401,2013,China
University of Canterbury,401,2013,New Zealand
University of Ljubljana,401,2017,Slovenia
Peking Union Medical College,401,2016,China
Pusan National University,401,2016,"Korea, Republic of"
University of Oulu,401,2017,Finland
Vienna University of Technology,401,2017,Austria
University of Wyoming,401,2013,United States
University of Aveiro,401,2016,Portugal
University of Turku,401,2016,Finland
Michigan Technological University,401,2005,United States
University of Parma,401,2005,Italy
Michigan Technological University,401,2006,United States
Jilin University,401,2006,China
University of Ferrara,401,2010,Italy
Kyung Hee University,401,2010,"Korea, Republic of"
Niigata University,401,2010,Japan
University of Sherbrooke,401,2011,Canada
University of Zagreb,401,2011,Croatia
University of Jyvaskyla,401,2011,Finland
University of Vigo,401,2011,Spain
University of Pavia,401,2011,Italy
University of Bari,401,2011,Italy
University of Santiago Compostela,401,2011,Spain
Catholic University of the Sacred Heart,401,2011,Italy
Florida International University,401,2015,United States
University of Essex,401,2015,United Kingdom
University of Regensburg,401,2015,Germany
Niigata University,401,2012,Japan
University of Lille 1,401,2012,France
University of Ljubljana,401,2012,Slovenia
University of Parma,401,2012,Italy
University of Vigo,401,2012,Spain
Aristotle University of Thessaloniki,401,2018,Greece
Cairo University,401,2017,Egypt
City University of New York City College,401,2017,United States
Concordia University,401,2013,Canada
Federal University of Rio Grande do Sul,401,2018,Brazil
Kobe University,401,2018,Japan
Nagasaki University,401,2013,Japan
New Mexico State University,401,2017,United States
Donghua University,401,2016,China
Technical University of Lisbon,401,2013,Portugal
University of Canterbury,401,2018,New Zealand
University of Hannover,401,2017,Germany
University of Iceland,401,2017,Iceland
University of Potsdam,401,2017,Germany
University of Palermo,401,2018,Italy
University of Tehran,401,2013,"Iran, Islamic Rep. of"
University of Bayreuth,401,2016,Germany
University of Montana - Missoula,401,2016,United States
Ewha Womans University,401,2014,"Korea, Republic of"
MINES ParisTech,401,2015,France
University of Surrey,401,2015,United Kingdom
University of Coimbra,401,2015,Portugal
University of Ferrara,401,2015,Italy
Medical University of Graz,401,2014,Austria
University of Chile,401,2010,Chile
Indiana University-Purdue University at Indianapolis,401,2010,United States
Ecole Normale Superieure - Lyon,401,2010,France
Kyung Hee University,401,2011,"Korea, Republic of"
Nagasaki University,401,2011,Japan
University of Arkansas at Little Rock,401,2010,United States
Central South University,401,2012,China
China Medical University,401,2012,China
Lehigh University,401,2012,United States
South China University of Technology,401,2012,China
University of Pompeu Fabra,401,2012,Spain
University of Szeged,401,2012,Hungary
Vrije University Brussel,401,2012,Belgium
Florida International University,401,2017,United States
York University,401,2012,Canada
Kanazawa University,401,2013,Japan
Osaka City University,401,2017,Japan
Peking Union Medical College,401,2017,China
"National University of Ireland, Galway",401,2018,Ireland
Northeastern University (Shenyang),401,2018,China
Thomas Jefferson University,401,2018,United States
University of Duisburg-Essen,401,2013,Germany
University of Johannesburg,401,2017,South Africa
University of Palermo,401,2017,Italy
Tokyo University of Science,401,2016,Japan
Washington State University,401,2017,United States
Wayne State University,401,2018,United States
Xiamen University,401,2013,China
Hannover Medical School,401,2005,Germany
Old Dominion University,401,2005,United States
University of Calcutta,401,2005,India
University of Rostock,401,2006,Germany
East China University of Science and Technology,401,2015,China
University of Milan - Bicocca,401,2015,Italy
King Fahd University of Petroleum & Minerals,401,2015,Saudi Arabia
University of Palermo,401,2015,Italy
Catholic University of the Sacred Heart,401,2014,Italy
Technical University Darmstadt,401,2014,Germany
National Sun Yat-Sen University,401,2014,"Taiwan, China"
Kent State University,401,2010,United States
University of Quebec,401,2010,Canada
Vrije University Brussel,401,2010,Belgium
Medical College of Wisconsin,401,2010,United States
Indian Institute of Technology Kharagpur,401,2010,India
Osaka Prefecture University,401,2010,Japan
University of Hannover,401,2010,Germany
Hannover Medical School,401,2010,Germany
University of Haifa,401,2011,Israel
University of Perugia,401,2011,Italy
Jilin University,401,2011,China
York University,401,2011,Canada
The Open University,401,2011,United Kingdom
University of Surrey,401,2014,United Kingdom
Chiba University,401,2011,Japan
National Sun Yat-Sen University,401,2012,"Taiwan, China"
Polytechnic University of Turin,401,2012,Italy
Tongji University,401,2012,China
University of KwaZulu-Natal,401,2012,South Africa
Bielefeld University,401,2017,Germany
Utah State University,401,2012,United States
Catholic University of Chile,401,2013,Chile
Curtin University of Technology,401,2013,Australia
Nanjing Medical University,401,2017,China
Kansas State University,401,2018,United States
NanJing Tech University,401,2018,China
National Sun Yat-Sen University,401,2013,"Taiwan, China"
Thomas Jefferson University,401,2017,United States
Northeast Normal University,401,2016,China
University of Halle-Wittenberg,401,2018,Germany
University of Milan - Bicocca,401,2013,Italy
University of Rennes 1,401,2013,France
University of Wisconsin-Milwaukee,401,2018,United States
University of the Basque Country,401,2013,Spain
University of Wyoming,401,2018,United States
Utah State University,401,2018,United States
University of Idaho,401,2005,United States
University College Dublin,401,2005,Ireland
Saarland University,401,2005,Germany
University of KwaZulu-Natal,401,2005,South Africa
Gifu University,401,2005,Japan
University of Duisburg-Essen,401,2005,Germany
Saarland University,401,2006,Germany
University of Parma,401,2006,Italy
University of Fribourg,401,2006,Switzerland
Medical University of Graz,401,2006,Austria
University of Tasmania,401,2006,Australia
Kumamoto University,401,2006,Japan
Boston College,401,2005,United States
University of Giessen,401,2005,Germany
University of Oulu,401,2005,Finland
Murdoch University,401,2005,Australia
Medical College of Georgia,401,2005,United States
Soochow University,401,2015,China
University of Graz,401,2015,Austria
University of Porto,401,2010,Portugal
University of Tehran,401,2010,"Iran, Islamic Rep. of"
Technical University of Braunschweig,401,2010,Germany
University of Parma,401,2010,Italy
University College Cork,401,2010,Ireland
Harbin Institute of Technology,401,2010,China
Oklahoma State University,401,2014,United States
Istanbul University,401,2014,Turkey
State University of New York Health Science Center at Brooklyn,401,2014,United States
Federal University of Minas Gerais,401,2015,Brazil
University of KwaZulu-Natal,401,2010,South Africa
Hannover Medical School,401,2011,Germany
University of Essex,401,2011,United Kingdom
University of Arkansas at Fayetteville,401,2011,United States
Harbin Institute of Technology,401,2011,China
University of Granada,401,2011,Spain
Victoria University of Wellington,401,2011,New Zealand
University of Canterbury,401,2012,New Zealand
University of Chile,401,2012,Chile
